timestamp,open,high,low,close,volume
2024-10-02,225.8900,227.3700,223.0200,226.7800,32880605
2024-10-01,229.5200,229.6500,223.7400,226.2100,63285048
2024-09-30,230.0400,233.0000,229.6500,233.0000,54793391
2024-09-27,228.4600,229.5200,227.3000,227.7900,34025967
2024-09-26,227.3000,228.5000,225.4100,227.5200,36636707
2024-09-25,224.9300,227.2900,224.0200,226.3700,42308715
2024-09-24,228.6450,229.3500,225.7300,227.3700,43556068
2024-09-23,227.3400,229.4500,225.8100,226.4700,54146023
2024-09-20,229.9700,233.0900,227.6200,228.2000,318679888
2024-09-19,224.9900,229.8200,224.6300,228.8700,66781315
2024-09-18,217.5500,222.7100,217.5400,220.6900,59894928
2024-09-17,215.7500,216.9000,214.5000,216.7900,45519339
2024-09-16,216.5400,217.2200,213.9200,216.3200,59357427
2024-09-13,223.5800,224.0400,221.9100,222.5000,36766619
2024-09-12,222.5000,223.5500,219.8200,222.7700,37498225
2024-09-11,221.4550,223.0900,217.8900,222.6600,44587072
2024-09-10,218.9200,221.4800,216.7300,220.1100,51591033
2024-09-09,220.8200,221.2700,216.7100,220.9100,67179965
2024-09-06,223.9500,225.2400,219.7700,220.8200,48423011
2024-09-05,221.6250,225.4800,221.5200,222.3800,36615398
2024-09-04,221.6600,221.7800,217.4800,220.8500,43262758
2024-09-03,228.5500,229.0000,221.1700,222.7700,50190574
2024-08-30,230.1900,230.4000,227.4800,229.0000,52990770
2024-08-29,230.1000,232.9200,228.8800,229.7900,51906297
2024-08-28,227.9200,229.8600,225.6800,226.4900,38052167
2024-08-27,225.9950,228.8500,224.8900,228.0300,35934559
2024-08-26,226.7600,227.2800,223.8905,227.1800,30602208
2024-08-23,225.6589,228.2200,224.3300,226.8400,38677250
2024-08-22,227.7900,228.3400,223.9000,224.5300,43695321
2024-08-21,226.5200,227.9800,225.0500,226.4000,34765480
2024-08-20,225.7700,227.1700,225.4500,226.5100,30299033
2024-08-19,225.7200,225.9900,223.0400,225.8900,40687813
2024-08-16,223.9200,226.8271,223.6501,226.0500,44340240
2024-08-15,224.6000,225.3500,222.7600,224.7200,46414013
2024-08-14,220.5700,223.0300,219.7000,221.7200,41960574
2024-08-13,219.0100,221.8900,219.0100,221.2700,44155331
2024-08-12,216.0700,219.5099,215.6000,217.5300,38028092
2024-08-09,212.1000,216.7800,211.9700,216.2400,42201646
2024-08-08,213.1100,214.2000,208.8300,213.3100,47161149
2024-08-07,206.9000,213.6400,206.3900,209.8200,63516417
2024-08-06,205.3000,209.9900,201.0700,207.2300,69660488
2024-08-05,199.0900,213.5000,196.0000,209.2700,119548589
